Customer_ID,Branch,Region,Loan_Type,Employment_Type,Age,Annual_Income,Loan_Amount,Tenure_Years,Credit_Score,DPD,Interest_Rate,EMI,Collateral_Value,LTV_Percent,Risk_Score,Risk_Category,Risk_Weight_Percent,NPA_Flag,Default_Flag,Loan_Status
CUST10192,Mumbai,West,Personal Loan,Salaried,63,1356792,851125,2,850,60,6.87,38057,6070647,14.02,15,Low,50,No,No,Active
CUST10193,Kolkata,East,Personal Loan,Salaried,33,2148183,2436537,2,761,15,9.8,112209,1123045,200.0,13,Low,50,No,No,Overdue
CUST10194,Pune,West,Home Loan,Salaried,57,1996250,3048778,1,627,30,6.89,263646,1569157,194.29,31,Medium,100,No,No,Active
CUST10195,Pune,West,Home Loan,Salaried,53,2452759,2743695,7,582,30,11.54,47761,3656299,75.04,36,Medium,100,No,No,Active
CUST10196,Delhi,North,Auto Loan,Salaried,44,589319,1818693,2,774,15,17.24,90130,4744408,38.33,15,Low,50,No,No,Closed
CUST10197,Delhi,North,Personal Loan,Salaried,64,454535,2041161,5,760,120,18.29,52155,1830286,111.52,43,Medium,50,Yes,No,Active
CUST10198,Bengaluru,South,Auto Loan,Salaried,31,1126405,3912949,3,740,90,14.14,134002,3816707,102.52,34,Medium,75,Yes,No,Closed
CUST10199,Hyderabad,South,Home Loan,Business Owner,37,801825,1360015,3,643,90,8.44,42895,234295,200.0,42,Medium,100,Yes,No,Active
CUST10200,Mumbai,West,Personal Loan,Salaried,24,1097472,3906600,2,725,30,17.37,193846,4811071,81.2,24,Low,75,No,No,Active
CUST10201,Pune,West,Personal Loan,Business Owner,45,2458581,4563257,10,649,90,12.69,67303,4221123,108.11,41,Medium,100,Yes,No,Active
CUST10202,Ahmedabad,West,Home Loan,Salaried,50,2184517,151894,2,746,120,8.34,6893,4074973,3.73,36,Medium,75,Yes,Yes,Default
CUST10203,Pune,West,Personal Loan,Salaried,29,1001935,1458277,20,769,0,17.56,22013,3530202,41.31,6,Low,50,No,No,Active
CUST10204,Kolkata,East,Home Loan,Salaried,41,2242362,2583200,20,662,0,15.59,35147,8798,200.0,18,Low,75,No,No,Active
CUST10205,Bengaluru,South,Home Loan,Salaried,40,2187338,1654592,7,779,0,15.28,32189,4874807,33.94,3,Low,50,No,No,Active
CUST10206,Hyderabad,South,Business Loan,Salaried,39,768574,4524024,30,708,10,15.01,57240,5668843,79.81,28,Low,75,No,No,Active
CUST10207,Ahmedabad,West,Personal Loan,Self Employed,39,284927,3617945,15,734,5,8.9,36481,3900275,92.76,23,Low,75,No,No,Active
CUST10208,Bengaluru,South,Education Loan,Salaried,32,2029916,3716569,5,608,0,9.03,77204,5896712,63.03,29,Low,100,No,No,Active
CUST10209,Chennai,South,Home Loan,Self Employed,57,203386,3279112,1,716,90,14.76,295596,3822270,85.79,44,Medium,75,Yes,No,Active
CUST10210,Hyderabad,South,Auto Loan,Self Employed,62,1406402,1098966,2,653,0,9.14,50277,4728007,23.24,18,Low,75,No,No,Active
CUST10211,Pune,West,Education Loan,Salaried,37,1519022,4650549,30,733,60,11.76,46979,1977165,200.0,27,Low,75,No,No,Closed
CUST10212,Pune,West,Auto Loan,Salaried,57,1551535,4266794,30,803,15,15.88,56965,3553952,120.06,14,Low,50,No,No,Closed
CUST10213,Hyderabad,South,Personal Loan,Self Employed,59,432156,882307,5,720,10,15.91,21414,3757654,23.48,15,Low,75,No,No,Active
CUST10214,Pune,West,Personal Loan,Salaried,48,1029776,2139632,1,637,0,11.94,190044,3603019,59.38,25,Low,100,No,No,Active
CUST10215,Mumbai,West,Personal Loan,Salaried,61,1133122,1890875,20,744,5,16.01,26321,2039436,92.72,9,Low,75,No,No,Closed
CUST10216,Hyderabad,South,Business Loan,Business Owner,55,649450,4849412,25,728,0,16.56,68036,2731645,177.53,23,Low,75,No,No,Closed
CUST10217,Bengaluru,South,Education Loan,Salaried,38,503258,2418417,5,844,0,14.36,56725,5261050,45.97,19,Low,50,No,No,Active
CUST10218,Hyderabad,South,Business Loan,Self Employed,34,2478354,4245843,30,718,10,9.24,34899,4210563,100.84,19,Low,75,No,No,Overdue
CUST10219,Ahmedabad,West,Home Loan,Business Owner,55,294589,3605971,3,659,15,9.79,115999,6575699,54.84,37,Medium,75,No,No,Active
CUST10220,Pune,West,Auto Loan,Salaried,64,1373982,4056389,2,754,0,10.28,187706,1189297,200.0,12,Low,50,No,No,Active
CUST10221,Mumbai,West,Business Loan,Salaried,61,799003,362579,7,691,0,7.9,5633,5372274,6.75,11,Low,75,No,No,Active
CUST10222,Mumbai,West,Home Loan,Salaried,27,373839,4123542,3,706,15,9.78,132630,1013295,200.0,35,Medium,75,No,No,Overdue
CUST10223,Chennai,South,Home Loan,Salaried,61,686453,1613825,30,635,5,9.01,12997,3317837,48.64,28,Low,100,No,No,Active
CUST10224,Bengaluru,South,Auto Loan,Salaried,33,625872,3568920,15,691,90,11.96,42741,5516829,64.69,48,Medium,75,Yes,No,Closed
CUST10225,Delhi,North,Personal Loan,Self Employed,38,1735811,4078604,10,702,10,17.4,71922,1091723,200.0,19,Low,75,No,No,Active
CUST10226,Delhi,North,Education Loan,Salaried,57,1062894,3527794,1,691,5,7.75,306470,4268584,82.65,23,Low,75,No,No,Active
CUST10227,Hyderabad,South,Home Loan,Salaried,33,1836042,1574631,20,659,0,15.14,20898,5420005,29.05,17,Low,75,No,No,Active
CUST10228,Chennai,South,Education Loan,Business Owner,56,2170073,1241890,2,720,15,14.75,60068,368921,200.0,15,Low,75,No,No,Overdue
CUST10229,Kolkata,East,Home Loan,Business Owner,51,933492,2395251,7,635,120,7.65,36917,1670705,143.37,53,Medium,100,Yes,No,Active
CUST10230,Hyderabad,South,Home Loan,Self Employed,22,276393,2942531,25,619,0,17.57,43641,1697590,173.34,40,Medium,100,No,No,Active
CUST10231,Chennai,South,Home Loan,Salaried,36,2090332,2873978,20,750,30,13.32,34328,6681959,43.01,12,Low,50,No,No,Active
CUST10232,Bengaluru,South,Education Loan,Self Employed,29,1658081,4233583,2,743,0,10.86,197043,2173367,194.79,16,Low,75,No,No,Overdue
CUST10233,Bengaluru,South,Auto Loan,Salaried,29,1750889,956395,25,608,90,15.58,12682,5880077,16.27,42,Medium,100,Yes,No,Active
CUST10234,Bengaluru,South,Personal Loan,Salaried,58,1725491,3878239,7,572,10,9.59,63565,1406085,200.0,38,Medium,100,No,No,Active
CUST10235,Bengaluru,South,Personal Loan,Salaried,31,817999,4580734,30,629,60,14.82,57262,3418857,133.98,51,Medium,100,No,No,Active
CUST10236,Bengaluru,South,Business Loan,Business Owner,42,919538,3473994,10,691,15,6.98,40300,2626301,132.28,37,Medium,75,Yes,Yes,Default
CUST10237,Chennai,South,Personal Loan,Salaried,53,1239670,4907018,3,781,120,16.57,173900,2029662,200.0,46,Medium,50,Yes,No,Overdue
CUST10238,Chennai,South,Education Loan,Salaried,56,2102967,1994606,3,689,60,11.88,66135,6553424,30.44,25,Low,75,No,No,Closed
CUST10239,Mumbai,West,Personal Loan,Salaried,65,1130922,4855028,30,646,0,14.14,58064,1755864,200.0,33,Medium,100,No,No,Active
CUST10240,Ahmedabad,West,Personal Loan,Salaried,43,2020749,2357600,20,710,0,9.15,21440,296508,200.0,11,Low,75,No,No,Active
CUST10241,Delhi,North,Personal Loan,Business Owner,65,1864449,1020278,30,692,10,14.62,12591,4538847,22.48,18,Low,75,No,No,Overdue
CUST10242,Pune,West,Personal Loan,Self Employed,65,645590,545919,30,603,120,15.77,7240,1538827,35.48,50,Medium,100,Yes,No,Active
CUST10243,Bengaluru,South,Auto Loan,Self Employed,54,1739067,3331837,2,604,0,12.18,157121,1821936,182.87,30,Low,100,No,No,Active
CUST10244,Kolkata,East,Personal Loan,Salaried,29,1613284,2998134,2,606,60,13.91,143822,2611212,114.82,42,Medium,100,No,No,Active
CUST10245,Pune,West,Home Loan,Salaried,44,1297374,2359608,7,850,120,11.98,41628,2321554,101.64,37,Medium,50,Yes,No,Overdue
CUST10246,Chennai,South,Business Loan,Salaried,28,2478756,1397203,10,760,60,17.23,24487,4761515,29.34,15,Low,50,No,No,Active
CUST10247,Kolkata,East,Personal Loan,Salaried,27,2387282,516589,2,658,0,12.47,24431,3332696,15.5,15,Low,75,No,No,Active
CUST10248,Kolkata,East,Personal Loan,Salaried,56,210257,2443365,7,778,5,16.6,49369,4696158,52.03,26,Low,50,No,No,Overdue
CUST10249,Kolkata,East,Business Loan,Self Employed,38,587427,1237018,15,660,120,16.12,18272,5590842,22.13,47,Medium,75,Yes,No,Active
CUST10250,Mumbai,West,Auto Loan,Salaried,23,1165257,1742737,30,775,0,11.43,17165,2787352,62.52,6,Low,50,No,No,Active
CUST10251,Chennai,South,Home Loan,Salaried,48,1281267,2317357,30,706,5,9.26,19081,1381880,167.7,25,Low,75,Yes,Yes,Default
CUST10252,Kolkata,East,Business Loan,Salaried,26,2235845,1849971,20,654,5,11.37,19563,5371045,34.44,29,Low,75,Yes,Yes,Default
CUST10253,Bengaluru,South,Auto Loan,Salaried,64,1832632,1194337,15,748,120,16.41,17884,3376042,35.38,33,Medium,75,Yes,No,Overdue
CUST10254,Hyderabad,South,Personal Loan,Salaried,64,598829,1474473,20,710,90,9.23,13485,2498544,59.01,35,Medium,75,Yes,No,Closed
CUST10255,Kolkata,East,Home Loan,Business Owner,41,723898,3300428,25,728,0,12.79,36702,295673,200.0,22,Low,75,No,No,Active
CUST10256,Mumbai,West,Education Loan,Business Owner,48,1726933,3632334,7,715,0,16.17,72498,2765453,131.35,19,Low,75,No,No,Overdue
CUST10257,Pune,West,Auto Loan,Business Owner,60,505329,623881,7,714,90,10.74,10597,525957,118.62,29,Low,75,Yes,No,Active
CUST10258,Chennai,South,Personal Loan,Salaried,21,1407222,1068454,30,756,90,14.21,12838,1789718,59.7,27,Low,50,Yes,No,Overdue
CUST10259,Ahmedabad,West,Business Loan,Salaried,56,1221482,3928551,5,850,0,9.45,82411,6146685,63.91,18,Low,50,No,No,Overdue
CUST10260,Mumbai,West,Education Loan,Salaried,41,1746996,4885925,25,787,15,7.81,37097,6598459,74.05,14,Low,50,No,No,Active
CUST10261,Kolkata,East,Home Loan,Salaried,63,1723812,3351394,7,715,120,16.03,66623,3725802,89.95,43,Medium,75,Yes,No,Overdue
CUST10262,Chennai,South,Personal Loan,Business Owner,55,2131144,2877364,2,678,60,7.69,129729,4900747,58.71,29,Low,75,No,No,Closed
CUST10263,Hyderabad,South,Home Loan,Salaried,33,1045256,3404513,30,686,0,9.76,29275,4103308,82.97,23,Low,75,No,No,Active
CUST10264,Kolkata,East,Auto Loan,Salaried,30,2175957,2485678,20,612,90,16.76,36007,3690339,67.36,44,Medium,100,Yes,No,Closed
CUST10265,Mumbai,West,Home Loan,Salaried,64,180917,1726644,15,747,0,10.66,19258,2327654,74.18,20,Low,75,No,No,Active
CUST10266,Delhi,North,Personal Loan,Salaried,30,1031007,3176813,20,629,15,18.18,49469,6024417,52.73,34,Medium,100,No,No,Active
CUST10267,Bengaluru,South,Education Loan,Self Employed,33,459143,1663560,3,674,0,18.26,60359,6812222,24.42,26,Low,75,No,No,Active
CUST10268,Ahmedabad,West,Business Loan,Salaried,57,442091,2343673,5,747,30,9.72,49474,4167973,56.23,27,Low,75,No,No,Active
CUST10269,Pune,West,Personal Loan,Salaried,58,1683637,3525488,7,683,0,6.99,53192,301951,200.0,23,Low,75,No,No,Overdue
CUST10270,Mumbai,West,Education Loan,Salaried,44,583157,3070745,10,666,30,14.96,49467,4584753,66.98,49,Medium,75,Yes,Yes,Default
CUST10271,Chennai,South,Home Loan,Salaried,22,2125692,4694068,1,616,5,11.91,416865,4183293,112.21,30,Low,100,No,No,Active
CUST10272,Ahmedabad,West,Education Loan,Self Employed,42,2336973,3352923,5,784,90,7.71,67521,312499,200.0,24,Low,50,Yes,No,Active
CUST10273,Ahmedabad,West,Home Loan,Business Owner,37,429265,3245741,30,642,10,14.99,41015,495655,200.0,38,Medium,100,No,No,Active
CUST10274,Ahmedabad,West,Personal Loan,Business Owner,56,1564822,2548714,7,659,0,6.87,38305,1686279,151.14,30,Low,75,Yes,Yes,Default
CUST10275,Kolkata,East,Education Loan,Self Employed,34,2480986,266486,15,575,60,16.94,4090,4107964,6.49,39,Medium,100,No,No,Active
CUST10276,Bengaluru,South,Home Loan,Salaried,30,1987402,476888,7,699,15,8.16,7471,4465159,10.68,12,Low,75,No,No,Closed
CUST10277,Kolkata,East,Home Loan,Self Employed,55,2129902,3606597,1,677,0,8.03,313782,2553447,141.24,23,Low,75,No,No,Overdue
CUST10278,Chennai,South,Auto Loan,Salaried,45,1315371,885988,15,713,0,8.61,8782,5250784,16.87,8,Low,75,No,No,Active
CUST10279,Kolkata,East,Auto Loan,Salaried,23,508821,600428,20,618,60,18.02,9276,3734049,16.08,42,Medium,100,No,No,Overdue
CUST10280,Delhi,North,Auto Loan,Business Owner,58,839987,4507632,15,751,120,14.82,62533,6115790,73.7,50,Medium,50,Yes,No,Overdue
CUST10281,Bengaluru,South,Auto Loan,Salaried,37,423877,2139706,5,571,30,16.12,52170,6411491,33.37,58,Medium,100,No,No,Overdue
CUST10282,Bengaluru,South,Personal Loan,Business Owner,32,1727419,1778782,20,694,120,11.27,18688,5988027,29.71,38,Medium,75,Yes,No,Active
CUST10283,Chennai,South,Home Loan,Salaried,44,1100759,4355665,7,708,15,10.54,73530,5429048,80.23,25,Low,75,No,No,Active
CUST10284,Pune,West,Personal Loan,Self Employed,49,1941369,2939190,30,704,0,9.31,24308,1270242,200.0,18,Low,75,No,No,Overdue
CUST10285,Delhi,North,Home Loan,Self Employed,63,2413437,447172,25,711,90,12.27,4799,6556693,6.82,25,Low,75,Yes,No,Active
CUST10286,Mumbai,West,Business Loan,Business Owner,45,1772268,664673,30,755,0,13.12,7415,6578518,10.1,2,Low,50,No,No,Active
CUST10287,Kolkata,East,Auto Loan,Self Employed,56,2393697,305658,7,793,10,14.08,5742,3087399,9.9,3,Low,50,No,No,Active
CUST10288,Hyderabad,South,Personal Loan,Self Employed,46,1647172,1540641,1,689,30,9.59,135153,2290860,67.25,19,Low,75,No,No,Active
CUST10289,Kolkata,East,Personal Loan,Salaried,58,1936963,1780283,25,632,30,17.88,26844,2811318,63.33,28,Low,100,No,No,Active
CUST10290,Ahmedabad,West,Business Loan,Salaried,21,2038997,804085,7,739,0,8.54,12750,1189042,67.62,3,Low,75,No,No,Active
CUST10291,Kolkata,East,Home Loan,Salaried,40,965945,801993,10,680,5,18.09,14497,1173077,68.37,15,Low,75,No,No,Active
CUST10292,Mumbai,West,Auto Loan,Self Employed,48,1598826,775571,5,789,120,6.68,15240,4978820,15.58,27,Low,50,Yes,No,Active
CUST10293,Kolkata,East,Personal Loan,Salaried,36,466663,878282,10,658,30,12.27,12738,4811102,18.26,28,Low,75,No,No,Active
CUST10294,Delhi,North,Auto Loan,Self Employed,37,961163,521761,20,640,60,10.5,5209,3239436,16.11,31,Medium,100,No,No,Closed
CUST10295,Delhi,North,Home Loan,Salaried,60,2037447,3485715,3,710,0,11.89,115593,6913563,50.42,13,Low,75,No,No,Closed
CUST10296,Bengaluru,South,Business Loan,Salaried,48,1609290,4152748,7,578,90,13.35,76339,1030649,200.0,55,Medium,100,Yes,No,Active
CUST10297,Chennai,South,Business Loan,Self Employed,32,1174453,2624469,2,667,30,11.73,123212,3381331,77.62,28,Low,75,No,No,Active
CUST10298,Pune,West,Personal Loan,Salaried,47,2292147,367942,2,677,60,11.48,17231,3027936,12.15,24,Low,75,No,No,Active
CUST10299,Hyderabad,South,Auto Loan,Salaried,62,2300711,3944456,15,715,15,15.29,55992,4754895,82.96,15,Low,75,No,No,Active
CUST10300,Ahmedabad,West,Business Loan,Salaried,50,701244,3895204,30,630,15,14.73,48413,551741,200.0,41,Medium,100,No,No,Active
CUST10301,Kolkata,East,Auto Loan,Business Owner,61,2256967,387462,30,638,90,16.5,5367,895318,43.28,36,Medium,100,Yes,No,Active
CUST10302,Kolkata,East,Home Loan,Self Employed,54,1579769,3978207,30,781,5,9.5,33451,6090007,65.32,11,Low,50,No,No,Active
CUST10303,Mumbai,West,Personal Loan,Salaried,57,1905055,4594350,10,699,10,13.81,70811,723809,200.0,19,Low,75,No,No,Closed
CUST10304,Chennai,South,Auto Loan,Salaried,26,624755,471773,5,761,90,13.52,10860,1572102,30.01,22,Low,50,Yes,No,Active
CUST10305,Delhi,North,Personal Loan,Salaried,27,668051,2480630,7,662,0,10.94,42396,156837,200.0,33,Medium,75,No,No,Overdue
CUST10306,Hyderabad,South,Auto Loan,Self Employed,52,1005782,4613167,1,696,5,12.33,410587,5638436,81.82,27,Low,75,No,No,Active
CUST10307,Bengaluru,South,Business Loan,Self Employed,52,619439,2880514,15,715,30,10.27,31432,519676,200.0,40,Medium,75,Yes,Yes,Default
CUST10308,Delhi,North,Business Loan,Salaried,45,1254093,2845126,20,822,90,8.2,24153,1795651,158.45,28,Low,50,Yes,No,Active
CUST10309,Ahmedabad,West,Personal Loan,Salaried,53,595466,4316399,25,685,120,9.07,36430,5205217,82.92,55,Medium,75,Yes,No,Active
CUST10310,Chennai,South,Home Loan,Salaried,27,1444134,2777364,20,688,15,7.77,22835,1610921,172.41,20,Low,75,No,No,Active
CUST10311,Ahmedabad,West,Business Loan,Self Employed,32,1688590,3673638,7,777,60,14.7,70272,6160981,59.63,21,Low,50,No,No,Active
CUST10312,Pune,West,Education Loan,Self Employed,36,1745615,2767892,3,673,90,14.43,95179,5861823,47.22,37,Medium,75,Yes,No,Active
CUST10313,Bengaluru,South,Home Loan,Salaried,36,2074554,137593,30,720,120,17.91,2064,4463593,3.08,30,Low,75,Yes,No,Active
CUST10314,Pune,West,Business Loan,Salaried,63,701396,741252,25,771,5,15.26,9644,6916950,10.72,5,Low,50,No,No,Closed
CUST10315,Mumbai,West,Business Loan,Salaried,56,1334262,952473,10,660,0,7.12,11118,3973883,23.97,16,Low,75,No,No,Active
CUST10316,Ahmedabad,West,Personal Loan,Business Owner,33,1841015,176202,7,724,60,17.11,3612,2694670,6.54,17,Low,75,No,No,Closed
CUST10317,Mumbai,West,Auto Loan,Salaried,27,1127272,2224758,3,822,0,16.85,79153,6970746,31.92,8,Low,50,No,No,Active
CUST10318,Kolkata,East,Personal Loan,Self Employed,56,899778,3319497,10,764,0,11.82,47280,5659848,58.65,20,Low,50,No,No,Overdue
CUST10319,Pune,West,Home Loan,Self Employed,29,1716178,168542,3,720,30,13.53,5722,1156714,14.57,11,Low,75,No,No,Active
CUST10320,Chennai,South,Personal Loan,Salaried,52,1926724,1467158,30,684,120,18.21,22363,4161460,35.26,38,Medium,75,Yes,No,Active
CUST10321,Ahmedabad,West,Education Loan,Salaried,31,2329598,1885932,10,658,90,12.89,28037,736664,200.0,36,Medium,75,Yes,No,Active
CUST10322,Hyderabad,South,Home Loan,Salaried,28,891943,2722762,5,631,90,17.36,68196,5875836,46.34,49,Medium,100,Yes,No,Active
CUST10323,Bengaluru,South,Personal Loan,Self Employed,53,1655790,1693906,2,806,0,7.5,76225,3868784,43.78,4,Low,50,No,No,Active
CUST10324,Delhi,North,Personal Loan,Self Employed,43,2417300,3766434,20,792,15,8.79,33381,504788,200.0,9,Low,50,No,No,Active
CUST10325,Chennai,South,Personal Loan,Self Employed,45,211085,505433,5,654,30,11.79,11190,1506440,33.55,30,Low,75,No,No,Closed
CUST10326,Chennai,South,Business Loan,Salaried,28,1546291,4869291,25,724,120,13.52,56833,5299695,91.88,46,Medium,75,Yes,No,Overdue
CUST10327,Mumbai,West,Personal Loan,Salaried,65,2128939,140140,15,708,90,16.29,2087,4411045,3.18,25,Low,75,Yes,No,Active
CUST10328,Pune,West,Personal Loan,Business Owner,42,1740336,1565554,2,783,0,18.36,78431,1477482,105.96,14,Low,50,Yes,Yes,Default
CUST10329,Ahmedabad,West,Auto Loan,Self Employed,24,215903,1634645,5,727,60,11.17,35680,2840918,57.54,46,Medium,75,Yes,Yes,Default
CUST10330,Ahmedabad,West,Personal Loan,Salaried,60,1432137,1497307,7,698,30,7.07,22650,5201840,28.78,23,Low,75,No,No,Overdue
CUST10331,Kolkata,East,Home Loan,Business Owner,23,2178173,3796962,3,662,5,16.11,133696,2941507,129.08,21,Low,75,No,No,Active
CUST10332,Kolkata,East,Personal Loan,Self Employed,49,1843900,3280786,25,724,0,13.75,38866,3313372,99.02,11,Low,75,No,No,Active
CUST10333,Bengaluru,South,Home Loan,Self Employed,61,792242,4726103,7,676,60,8.88,75751,1233678,200.0,44,Medium,75,No,No,Active
CUST10334,Mumbai,West,Home Loan,Self Employed,49,692493,3501001,2,715,10,12.44,165525,6621504,52.87,27,Low,75,No,No,Closed
CUST10335,Chennai,South,Personal Loan,Business Owner,54,1670017,3466403,3,695,15,15.41,120861,6011701,57.66,20,Low,75,No,No,Active
CUST10336,Ahmedabad,West,Personal Loan,Self Employed,54,1049446,1848594,25,674,30,15.74,24744,6528925,28.31,25,Low,75,No,No,Active
CUST10337,Hyderabad,South,Business Loan,Salaried,48,821593,3671420,15,632,120,12.5,45251,1125664,200.0,61,High,100,Yes,No,Active
CUST10338,Mumbai,West,Personal Loan,Salaried,33,1647130,2439127,2,736,0,10.16,112734,6821352,35.76,8,Low,75,No,No,Active
CUST10339,Bengaluru,South,Auto Loan,Business Owner,35,1714227,3993439,25,703,60,18.18,61173,2087403,191.31,29,Low,75,No,No,Closed
CUST10340,Bengaluru,South,Auto Loan,Salaried,43,2477905,1945618,5,825,5,14.46,45736,2667107,72.95,4,Low,50,No,No,Active
CUST10341,Mumbai,West,Home Loan,Salaried,64,212101,4690239,25,628,90,11.4,47332,3725563,125.89,57,Medium,100,Yes,No,Closed
CUST10342,Bengaluru,South,Auto Loan,Salaried,46,182775,2927448,2,744,0,9.87,134911,5121670,57.16,21,Low,75,No,No,Closed
CUST10343,Mumbai,West,Home Loan,Salaried,24,1864361,1301661,30,694,0,15.27,16740,6157703,21.14,11,Low,75,No,No,Active
CUST10344,Delhi,North,Business Loan,Self Employed,46,2322771,3514524,5,847,15,9.41,73657,3380635,103.96,9,Low,50,No,No,Active
CUST10345,Mumbai,West,Home Loan,Business Owner,60,1986210,1164100,7,738,120,8.56,18470,2959532,39.33,29,Low,75,Yes,No,Closed
CUST10346,Pune,West,Personal Loan,Salaried,29,2342301,1559390,2,723,0,12.86,74034,4150122,37.57,7,Low,75,No,No,Active
CUST10347,Mumbai,West,Home Loan,Salaried,25,206616,2057878,30,694,5,9.98,18029,1106136,186.04,29,Low,75,No,No,Active
CUST10348,Bengaluru,South,Business Loan,Salaried,52,926055,4762037,1,651,60,14.05,427682,901495,200.0,47,Medium,75,No,No,Active
CUST10349,Ahmedabad,West,Personal Loan,Business Owner,40,1414215,365617,15,722,120,7.92,3477,3120847,11.72,30,Low,75,Yes,No,Active
CUST10350,Pune,West,Auto Loan,Self Employed,31,386903,1854053,30,603,10,14.36,22498,2311753,80.2,43,Medium,100,No,No,Active
CUST10351,Bengaluru,South,Home Loan,Salaried,35,1459894,1143015,1,606,90,9.9,100436,2977802,38.38,43,Medium,100,Yes,No,Active
CUST10352,Kolkata,East,Auto Loan,Business Owner,52,2076807,4520756,20,771,15,6.5,33706,2473758,182.75,12,Low,50,No,No,Active
CUST10353,Kolkata,East,Home Loan,Business Owner,48,1218218,141563,3,577,0,8.02,4437,6975231,2.03,26,Low,100,No,No,Active
CUST10354,Ahmedabad,West,Business Loan,Business Owner,42,532365,2898768,30,678,15,17.7,42978,2030603,142.75,39,Medium,75,No,No,Overdue
CUST10355,Ahmedabad,West,Home Loan,Business Owner,61,541309,1395801,10,627,15,16.91,24179,5131131,27.2,32,Medium,100,No,No,Active
CUST10356,Pune,West,Home Loan,Salaried,37,235863,2877754,15,672,15,9.3,29704,3330014,86.42,40,Medium,75,No,No,Overdue
CUST10357,Delhi,North,Home Loan,Self Employed,46,2097577,1632701,30,713,60,15.84,21745,4474445,36.49,21,Low,75,No,No,Active
CUST10358,Ahmedabad,West,Personal Loan,Salaried,64,1731899,1740992,1,769,15,13.8,156155,5168811,33.68,7,Low,50,No,No,Closed
CUST10359,Kolkata,East,Personal Loan,Business Owner,27,957635,4412200,10,785,10,18.15,79928,3149407,140.1,21,Low,50,No,No,Active
CUST10360,Mumbai,West,Home Loan,Self Employed,62,893340,1067497,15,636,0,10.98,12120,6779697,15.75,22,Low,100,No,No,Closed
CUST10361,Bengaluru,South,Education Loan,Self Employed,46,458495,3909949,10,667,5,14.68,62317,3710324,105.38,33,Medium,75,No,No,Active
CUST10362,Kolkata,East,Personal Loan,Self Employed,45,1011257,4274367,5,850,120,7.26,85163,6986658,61.18,42,Medium,50,Yes,No,Closed
CUST10363,Kolkata,East,Personal Loan,Salaried,30,2026357,3789469,1,682,10,11.25,335362,982912,200.0,20,Low,75,No,No,Active
CUST10364,Delhi,North,Personal Loan,Salaried,65,2059262,304371,25,638,120,18.07,4636,2544306,11.96,42,Medium,100,Yes,No,Active
CUST10365,Pune,West,Personal Loan,Business Owner,39,2053233,3133128,5,650,5,12.97,71240,529983,200.0,22,Low,75,No,No,Active
CUST10366,Pune,West,Personal Loan,Business Owner,31,1503173,2249318,15,683,0,9.95,24103,2323964,96.79,21,Low,75,No,No,Overdue
CUST10367,Chennai,South,Home Loan,Salaried,33,1902750,3144510,15,673,30,7.94,29942,582787,200.0,24,Low,75,No,No,Closed
CUST10368,Delhi,North,Home Loan,Salaried,28,1902199,1212180,2,684,120,14.94,58740,23382,200.0,37,Medium,75,Yes,No,Active
CUST10369,Mumbai,West,Business Loan,Salaried,60,880033,470888,1,699,120,14.24,42333,4911887,9.59,35,Medium,75,Yes,No,Closed
CUST10370,Pune,West,Business Loan,Self Employed,24,1093438,1413133,20,698,0,10.99,14577,3803454,37.15,13,Low,75,No,No,Closed
CUST10371,Bengaluru,South,Personal Loan,Business Owner,51,314445,240285,20,633,0,17.91,3692,5401419,4.45,26,Low,100,No,No,Overdue
CUST10372,Ahmedabad,West,Home Loan,Salaried,48,583551,3246699,15,726,10,6.77,28766,2549684,127.34,31,Medium,75,No,No,Overdue
CUST10373,Delhi,North,Auto Loan,Salaried,31,2025700,2567649,20,708,0,10.14,25017,5617492,45.71,11,Low,75,No,No,Closed
CUST10374,Ahmedabad,West,Personal Loan,Business Owner,63,1393705,2261130,3,735,0,17.55,81236,4940560,45.77,9,Low,75,No,No,Active
CUST10375,Kolkata,East,Home Loan,Self Employed,21,2430989,1257739,2,580,0,10.35,58242,3783847,33.24,28,Low,100,No,No,Closed
CUST10376,Bengaluru,South,Home Loan,Salaried,58,894647,2251016,15,711,15,9.53,23546,2158988,104.26,19,Low,75,No,No,Active
CUST10377,Bengaluru,South,Auto Loan,Self Employed,44,1087179,3178411,20,561,90,12.91,37034,1342643,200.0,69,High,100,Yes,Yes,Default
CUST10378,Kolkata,East,Auto Loan,Salaried,51,1051535,4638599,1,688,120,16.39,421721,1303609,200.0,52,Medium,75,Yes,No,Active
CUST10379,Delhi,North,Home Loan,Salaried,61,1963611,2766826,30,746,0,7.74,19803,1930719,143.31,6,Low,75,No,No,Active
CUST10380,Kolkata,East,Home Loan,Self Employed,46,2454749,1538543,25,773,10,17.82,23125,6307748,24.39,5,Low,50,No,No,Active
CUST10381,Ahmedabad,West,Home Loan,Self Employed,25,1922166,2752303,5,723,90,16.04,66989,911345,200.0,29,Low,75,Yes,No,Closed
CUST10382,Chennai,South,Auto Loan,Business Owner,40,1215408,2487587,5,747,90,8.68,51253,3428811,72.55,32,Medium,75,Yes,No,Overdue
CUST10383,Bengaluru,South,Home Loan,Self Employed,61,1641312,3202963,3,679,0,15.04,111095,1292348,200.0,18,Low,75,No,No,Active
